,sample,prediction,WER,runtime
269,The most successful athletic program is wrestling.,The most successful athletic program is wrestling.,0.0,5.288156032562256
270,"At these dimensions, it is large enough to be seen from space.","At these dimensions, it is large enough to be seen from space.",0.0,5.30678129196167
271,The Internet is built upon many protocols which complement each other perfectly.,The internet is built upon many protocols which compliment each other perfectly.,0.16666666666666666,5.31309175491333
272,Wait for the end of the war.,Wait for the end of the war.,0.0,5.161909818649292
273,"Finally, the Beatles began playing at the Jac on occasions.","Finally, the Beatles began playing at the Jack on occasions.",0.1,5.298970699310303
274,Krasnov.,Krasnoff.,1.0,5.081069707870483
275,His grandmother Diana Davison was one of the first female racing drivers in Australia.,"His grandmother, Diana Davison, was one of the first female racing drivers in Australia.",0.14285714285714285,5.374934911727905
276,Drake grew up in Texas.,Drake grew up in Texas.,0.0,5.129957675933838
277,Pindari river later joins Alaknanda river at Karnaprayag.,Pindari River later joins Lappananda River at Karnapriyak.,0.5,5.415746688842773
278,A snapshot can also be saved permanently to Venti.,A snapshot can also be saved permanently to Venti.,0.0,5.234532594680786
279,"""This desert was once a sea,"" he said.","This desert was once a sea, he said.",0.25,5.240896701812744
280,"It included a new production of ""Passion"" directed by Jamie Lloyd.","It included a new production of Passion, directed by Jamie Lloyd.",0.09090909090909091,5.320801258087158
281,A handsome shoe often pinches the foot.,A handsome shoe often pinches the foot.,0.0,5.1925811767578125
282,He voyaged on a ship called The Beagle.,He voyaged on a ship called the Beagle.,0.125,5.241780042648315
283,Hartings is one of ten children.,Hartingsley is one of 10 children.,0.3333333333333333,5.190585613250732
284,The whole country supplied the labor necessary for building the temple.,The whole country supplied the labor necessary for building the temple.,0.0,5.27041482925415
285,And the big Persian knew of his existence before he did of hers.,And the big Persian knew of his existence before he did of hers.,0.0,5.31930685043335
286,How could I make runs?,How could I make runs?,0.0,5.1232264041900635
287,"But after Musial injured his pitching arm, his career was in serious jeopardy.","Good afternoon, Silent. You're this pitching arm. His career was in serious jeopardy.",0.5384615384615384,5.355085372924805
288,The bid price was per coach.,The big prize was per poach.,0.5,5.160457134246826
289,"I can reassure you, that we won't retreat until the peace is secured.",I can reassure you that we won't retreat until the piece is secured.,0.15384615384615385,5.3569347858428955
290,I don't blame you.,I don't blame you.,0.0,5.123776435852051
291,"He is reserved and serious, which is a further mark of respectability.","He is reserved and serious, which is a further mark of respectability.",0.0,5.390530347824097
292,It is a member of the plastocyanin family of copper-binding proteins.,It is a member of the last of I clean and they are copper bonding protein.,0.9090909090909091,5.516294479370117
293,My dad is a Republican.,But that is a Republican.,0.4,5.109845161437988
294,Good playgrounds have much more to offer than swings and slides.,Good playgrounds have much more to offer than streams and slides.,0.09090909090909091,5.301095008850098
295,The region remains neglected by the state government and the district administration.,The region remains neglected by the state government and the district administration.,0.0,5.326469421386719
296,"The beer was more than just refreshing, it was delicious.","The beer was more than just refreshing, it was delicious!",0.1,5.248264312744141
297,Near the beachouse is a large modern playground.,Near the beach house is a large modern playground.,0.25,5.226073503494263
298,No change is permissible in regard to festivals and dates.,No change is permissible in regards to festivals and dates.,0.1,5.2415735721588135
299,It also has a visitor center and an interpretive exhibit.,It also has a visitor center and an interpretive exhibit.,0.0,5.260976076126099
300,"Sorry, the test period expired.",Sorry the test period expired.,0.2,5.133895397186279
301,And it's a six minute video!,And it is a six minute video.,0.5,5.163710594177246
302,He held the office of Captain of the Royal Company of Archers.,He held the office of captain of Royal Company of Arters.,0.25,5.295670986175537
303,"He was born in Bramley, Yorkshire and educated at Leeds Grammar School.","He was born in Bramley, Yorkshire and educated at Leeds Grammar School.",0.0,5.382814407348633
304,"After the last patient left, the doctor carefully washed her hands.","After the last patient left, the doctor carefully washed her hands.",0.0,5.294982671737671
305,"As the player grows closer to Pikachu, more activities become available.","As the player grows closer to Pikachu, more activities become available.",0.0,5.309911727905273
306,"However, there are some issues that came out full colored to celebrate certain anniversaries.","However, there are some issues that came out full color to celebrate certain anniversaries.",0.07142857142857142,5.4384894371032715
307,Also at Allen Park is the relocated Tom Collins House.,Also with Allen Park is the relocated Tom Collins house.,0.2,5.243263483047485
308,It is private property and not open to the public.,It is private property and not open to the public.,0.0,5.245913505554199
309,"Surrounding the lake are modern housing estates, such as Lakeview Estate.","Surrounding the lake are modern housing estates, such as Leadview Estate.",0.09090909090909091,5.369563102722168
310,What do you want me to say?,What do you want me to say?,0.0,5.174456834793091
311,The Dawes brothers of Marietta founded the Pure Oil Company.,The Dave's Brothers of Marietta founded the Pure Oil Company.,0.2,5.460286855697632
312,The forest burned for thirteen days.,The forest born for 13 days.,0.3333333333333333,5.143947124481201
313,"He kept driving at full speed, totally unfazed by the flap, flap, flap of the burst tyre.","You can drive in and press ""Pit Italian"" face by the front flap and open the door.",0.8823529411764706,5.942127704620361
314,"To enable this, the Linux kernel should be compiled with the corresponding option enabled.","To enable this, the Linux kernel should be compiled with a corresponding option enabled.",0.07142857142857142,5.369516611099243
315,What did you say your name was?,What did you say your name was?,0.0,5.172594785690308
316,"Public facilities, as precautionary measures, were closed.",Public facilities as precautionary measures were closed.,0.2857142857142857,5.193658351898193
317,I accuse this man of being a faker!,I accuse this man of being a faker.,0.125,5.230647563934326
318,There was a loud shriek from a woman standing behind us.,There was a loud shriek from a woman standing behind us.,0.0,5.296719074249268
319,Neither does she appear in the Ordnance Survey memoir for Carrickfergus.,Neither does she appear in the Ordnance Survey Memora for Carrick's Burgers.,0.2727272727272727,5.419731855392456
320,The prototype was converted into a factory fire engine for the Peugeot plant.,The prototype was converted into a factory fire engine for the Peugeot Plan.,0.07692307692307693,5.356357574462891
321,It's Not Dylan!,It's not Dila.,0.6666666666666666,5.101781845092773
322,"His hands began to tremble, and the woman sensed it.",His hands began to tremble and the woman sensed it.,0.1,5.293555498123169
323,I thought you knew.,I thought you knew.,0.0,5.0934014320373535
324,"The town's school system is united with neighboring Warren, Rhode Island.",The Town School System is united with neighboring Warren Road Island.,0.45454545454545453,5.279566049575806
325,New religious orders began to be introduced into England.,New religious orders began to be introduced into England.,0.0,5.2369608879089355
326,They sometimes have a central tune which some of the strains are based on.,They sometimes have a central tune which some of the strains are based on.,0.0,5.379642486572266
327,"You might hear ""font families"" more than ""typefaces"", even though they could mean the same thing.","You might hear families more than typefaces, even though they mean the same thing.",0.25,5.403541326522827
328,A man with a white beard is writing in a book while two women look on,A man with white belt is written in a book while two women look on.,0.25,5.3852033615112305
329,"Blackmar, Life of Chas.",Let my life of chance,1.0,5.117128849029541
330,His mother was of part German descent.,His mother was of par German descent.,0.14285714285714285,5.173681020736694
331,Charly was now alone.,Charlie was now alone.,0.25,5.10495138168335
332,All tracks written by Alexandra Savior.,All tracks written by Alexander Savour,0.3333333333333333,5.163617134094238
333,The best method is to fix it in place with clips.,The best method is to fix it in place with clips.,0.0,5.270811557769775
334,Team event was cancelled.,Gene event was cancelled.,0.25,5.087695598602295
335,"Oh, what is it?","Wow, what is it?",0.25,5.1234612464904785
336,I wrote my bachelor thesis with latex.,I wrote my Bachelor thesis with latex.,0.14285714285714285,5.187079191207886
337,I've stuck it back together.,I have stuck it back together.,0.4,5.1371355056762695
338,Japanese chemical weapons were later found mixed with Soviet and Chinese chemical weapons.,Japanese chemical weapons were later found mixed with Soviet and Chinese chemical weapons.,0.0,5.32370924949646
339,It's not one of those complicated things.,(speaking in foreign language),1.0,5.355437278747559
340,He is an active Christian.,He is an active Christian.,0.0,5.123183250427246
341,It is the most valuable stamp in the world.,It is the most valuable stamp in the world.,0.0,5.26346492767334
342,The Dutch and the French were the first jute traders.,The Dutch and French were the first G-traders.,0.3,5.275406122207642
343,Her husband joined with her in establishing a law firm together.,Her husband joined with her in establishing a law firm together.,0.0,5.26537561416626
344,"However, it can corrode some metals and so must be stored and transported carefully.","However, it can corrode some metals and so must be stored and transported carefully.",0.0,5.41743016242981
345,He did this by obscuring the reflector with a mask containing two vertical slits.,Choose this by obscuring the reflectors with a mask containing two vertical slits.,0.21428571428571427,5.3498759269714355
346,Don't advertise: Tell it to a gossip.,"Don't advertise, tell it to a gossip.",0.2857142857142857,5.212606430053711
347,"Further, there is no mention of the comet in Chinese literature of the time.","Further, there is no mention of the comet in Chinese literature of the time.",0.0,5.376739025115967
348,He graduated in law at Warsaw University.,He graduated in law at Warsaw University.,0.0,5.165066242218018
349,Most of his works feature animals.,Most countries work with children.,0.8333333333333334,5.157677412033081
350,He was born at Landsberg on the Lech.,He was born at Landsberg on the Lesch.,0.125,5.249694585800171
351,He finished his studies at the French Press Institute.,He finished his studies at the French Press Institute.,0.0,5.252429246902466
352,The quickening of time,The good cleaning of time,0.5,5.252009391784668
353,Four hundred and fifty dollars.,(mumbles),1.0,5.309023141860962
354,We've got to walk up to the tower.,We got to walk up to the fair!,0.25,5.201541900634766
355,The win was one of only two for the Saints in that dismal season.,The win was one of only two for the second in that this man season,0.2857142857142857,5.369713544845581
356,The plastic barrier shattered.,The plastic barriers shattered.,0.25,5.092633962631226
357,This song was meant to make the general public aware of heroes.,This song was meant to make the general public aware of heroes.,0.0,5.290849208831787
358,She rose to her feet.,She rolls to her feet.,0.2,5.262779474258423
359,Marcy helps with completing the third temple where she happily reunites with Sasha.,Masi helps with completing the top 10 for where she happily reunites with Sasha.,0.3076923076923077,5.408641576766968
360,Acceleration of time.,acceleration of time,0.6666666666666666,5.044593334197998
361,"It was seen early in the morning, rushing over eastward.","It was seen early in the morning, Russian or Eastern.",0.3,5.257236957550049
362,"""Lead dogs"" steer the rest of the team and set the pace.","Leave dogs, steer the rest of the team, and set the pace.",0.25,5.339706182479858
363,"It is found in the Indian subcontinent, China, and Southeast Asia.",It is found in the Indian subcontinent China and Southeast Asia.,0.18181818181818182,5.338130712509155
364,"""Getting to play someone as unrestricted as a vampire is a thrill,"" she says.","Getting to play someone as unrestricted as vampire is a thrill, she says.",0.21428571428571427,5.369894504547119
365,"A man holding a newborn baby in a blue, pink, and white blanket.","A man holding a newborn baby in a blue, pink, and white blanket.",0.0,5.372215986251831
366,One week later she was released after successfully appealing her arrest.,One week later she was released after successfully appealing her arrest.,0.0,5.283127069473267
367,WaterFire now enjoys national and international renown.,magnifier now enjoys national and international renown.,0.14285714285714285,5.192845344543457
368,An huge hole had been made by the impact of the projectile.,And a huge hole had been made by the fact of your projection.,0.4166666666666667,5.333184003829956
369,At the boundary between Gorton and Audenshaw it continues as Manchester Road.,"At the boundary between Gordon and Orton show, it continues as Manchester shows.",0.3333333333333333,5.420200347900391
370,She must have noted your lack of appetite.,She must have noted your lack of appetite.,0.0,5.192167520523071
371,Lemme have the Desk.,Let me have the desk.,0.75,5.12053108215332
372,He fled but only got as far as Greenwich before being captured.,"He fled, but only got as far as Greenwich before being captured.",0.08333333333333333,5.319606065750122
373,The village has an independent pre-preparatory school which caters for reception to year-two students.,"The village has an independent pre-preparatory school, which caters for reception to Year 2 students.",0.21428571428571427,5.52978515625
374,Katsande and her son were accused of voter intimidation.,Cat's sand and her sun were accused of voter intimidation.,0.3333333333333333,5.273258686065674
375,"In the Regionalliga Nord, the fourth-to-last team will also be demoted.","In the regionally ignored, the 4th to last team will also be demoted.",0.45454545454545453,5.455349683761597
376,The old man said nothing.,The old man said nothing.,0.0,5.117257118225098
377,Its administrative centre was Valuyki.,Its administrative center was Valyuki.,0.4,5.184896469116211
378,"The instruments have names like ""exhaustaphone"", ""tank bass"", ""doorimba"", ""tube flute"", and ""percarsion"".","The instrument had names like styrofoam, tank bags, dorimba, tubeflout, and percussion.",0.6923076923076923,5.626572608947754
379,How can I thank you?,How can I thank you?,0.0,5.1226725578308105
380,You do it.,You do it.,0.0,5.05963397026062
381,Remind me to send another email.,remind me to send another email,0.3333333333333333,5.163321256637573
382,The quick fox jumped on the sleeping cat.,The Quicker Fox jumped on the sleeping cat.,0.25,5.196855306625366
383,"Also, oil and coal have hidden costs that others have to pay.","Also, oil and coal have hidden costs that others have to pay.",0.0,5.322089433670044
384,Sell your gift to a buyer at a good gain.,seller gift to a buyer at a good gain,0.3,5.211895227432251
385,"It is a rare example of King post, and timber frame roof architecture.",8 is a rare example of king post and timber frame roof architecture,0.3076923076923077,5.316184043884277
386,This swallow is twittering without Internet connection and has a swarm of followers.,This solo is tutoring without internet connection and has a swarm of followers.,0.23076923076923078,5.362868070602417
387,"In this game knights ""relay"" their power to friendly pieces.","In this game, knights rely your power to friendly pieces.",0.3,5.276631593704224
388,"I can reassure you, that we won't retreat until the oil until the peace is secured.","I can reassure you that we won't retreat until the oil, until the piece, is secured.",0.1875,5.584200620651245
389,"As a young boy, Woo had wanted to be a Christian minister.","As a young boy, Wu had wanted to be a Christian minister.",0.08333333333333333,5.321720361709595
390,He played for the youth categories of Real Betis.,He played for the youth categories of real bettas.,0.2222222222222222,5.240992069244385
391,"Yes, this is the right place.","Yes, this is the right place.",0.0,5.168740510940552
392,It drew a droplet of blood.,Eat through a droplet of blood.,0.3333333333333333,5.154081344604492
393,"These expectations, however, never happened.",These expectations were never happening.,0.6,5.1124794483184814
394,Bill decided that management should know about this incident.,Bill decided that management should know about this incident.,0.0,5.242409706115723
395,The oldest superstring theory containing open strings was type one string theory.,The oldest stupid string theory contained open strings was taught one string theory.,0.3333333333333333,5.348782062530518
396,Modern brunost does not contain significant amounts of iron.,efficiency.,1.0,5.016759634017944
397,He was a member of the World Economic Forum in Davos.,He was a member of the World Economic Forum in Davos.,0.0,5.369391918182373
398,"Except from the last two, the other villages had been physically integrated into Laredo.","Except from the last two other images, I've been physically venting a bit into my room.",0.6428571428571429,5.510775327682495
399,Later they were thought to be deposits of volcanic ash or streaks of dust.,"Later, they were thought to be deposits of volcanic ash or streaks of dust.",0.07142857142857142,5.369843006134033
400,We lit the lantern and walked over to his house.,We lit the lantern and walked over to his house.,0.0,5.245706081390381
401,The municipality consists of many islands.,The municipality consists of many islands.,0.0,5.142342805862427
402,The studio did not devote any marketing effort toward it.,The studio did not devote any marketing effort toward it.,0.0,5.242862939834595
403,"Perhaps, you should just grow sea monkeys.","Please, please, please, please, please, please, please.",1.0,5.283081769943237
404,Where did you come from?,Where did you come from?,0.0,5.122761487960815
405,The Slavic immigrants came to Bohemia with excellent cigar-making skills.,The Slavic immigrants came to Bohemia with excellent cigar making skills.,0.2,5.336972713470459
406,To err is human To forgive divine.,12. 3. To forgive divine.,0.5714285714285714,5.348121404647827
407,A bird in hand is worth two in the bush,"Aburgant man, the worst two in the bush.",0.7,5.272160768508911
408,"For example, the District of A'ana has its capital at Leulumoega.","For example, the district of Anna has its capital, Luvalu Moriga.",0.45454545454545453,5.391866207122803
409,The ridge divides the Vigan-Bantay Plain into northern and southern plains.,The ridge divides the Vigan-Bante plain into northern and southern plains.,0.18181818181818182,5.382786750793457
410,"Soon ripe, soon rot.","Soon, right, soon, dot.",1.0,5.130516767501831
411,The Teesta River is one of the rivers that has changed over the years.,The Tester River is one of the rivers that has changed over the years.,0.07142857142857142,5.380407094955444
412,He captains the Turkey national team.,He captains the Turkey national team.,0.0,5.1202921867370605
413,"Hamilton quaternions can be used to replace many matrices, but not to represent view frustums.","Hamilton quaternions can be used to replace many matrices, but not to represent few frustum.",0.13333333333333333,5.515048265457153
414,two,2,1.0,5.081721305847168
415,A train line used to run up to Hidaka along the Saru River.,A train line used to run up to Hake a car along the Saral River.,0.3076923076923077,5.386480808258057
416,What are you talking about?,What are you talking about?,0.0,5.120671272277832
417,He is of Tujia heritage.,It is a very heritage.,0.6,5.331476449966431
418,I think they perceived that nothing was to be done at the moment.,I think they've seen that nothing is done at the moment.,0.38461538461538464,5.287875652313232
419,"Love me, love my dog.",Love me. Love my dog.,0.4,5.1484410762786865
420,Pran Nath was born into a wealthy family in Lahore in present-day Pakistan.,Franaka was born into a wealthy family in Lahore in present-day Pakistan.,0.15384615384615385,5.395221710205078
421,"This part of the town was half residential, half industrial.","This part of the town was half residential, half industrial.",0.0,5.283113956451416
422,"With skin and hair completely, thoroughly out and out.","With skin and hair completely, thoroughly, out and out.",0.1111111111111111,5.247338533401489
423,We dont want him!,We don't want him.,0.5,5.198455095291138
424,They have two adult sons.,They have two adult songs.,0.2,5.121594190597534
425,But they were not there.,But they were not there.,0.0,5.11223030090332
426,The event is supposed to be plastic free zone.,The event is supposed to be plastic free zone.,0.0,5.223549127578735
427,But that was simply because my eye was tired.,But that was simply because my eye was tired.,0.0,5.213046073913574
428,Solar seems like a good replacement.,Solar seems like a good replacement.,0.0,5.136897087097168
429,"During that period, Mercedes also developed a streamlined car with monocoque construction.","During that period, Mercedes also developed a streamlined car with monocorp construction.",0.08333333333333333,5.385696649551392
430,"""Good-bye,"" said the boy.","Goodbye, sad boy.",0.75,5.086296558380127
431,What would you say is the difference between a language and a dialect?,What would you say is the difference between a language and a dialect?,0.0,5.325326919555664
432,Some ads serve to cheat buyers.,Some ads serve to cheat buyers.,0.0,5.135174512863159
433,I would have won the Junior Olympics if not for those medaling kids.,I have found the junior Olympics if not for those meddling kids.,0.3076923076923077,5.312492847442627
434,The album received critical acclaim from several newspapers.,"Now, we've received critical acclaim from several newspapers.",0.25,5.2528510093688965
435,She works in the flower shop of her aunt.,She works in the flower shop of her aunt.,0.0,5.234728813171387
436,"It is located in the Loop, across Michigan Avenue from Millennium Park.",It is located in the Loop across Michigan Avenue from Millennium Park.,0.08333333333333333,5.312992572784424
437,"No, but it is nice to meet you.","No, but it is nice to meet you.",0.0,5.223682403564453
438,"Due to the expense of production, it is not being used for this purpose.","Due to the expense of production, it is not being used for this purpose.",0.0,5.371674060821533
439,Potts eventually chaired the Senate Education and Health Committee.,but eventually chaired the Senate Education and Health Committee.,0.1111111111111111,5.213183164596558
440,"Philip then tells his parents that he was suspended for ""singing"" the National Anthem.",Philip then tells his parents that he was suspended for singing the national anthem.,0.21428571428571427,5.434094429016113
441,I assume this was your doing?,I assume this was your doing?,0.0,5.132730007171631
442,Mosjoukine was officially married three times.,Mazjokin was officially married three times.,0.16666666666666666,5.224376916885376
443,A monument to honour him exists in the village.,A monument to honor him exists in the village.,0.1111111111111111,5.2240073680877686
444,They lost to Albany in the first round of the America East Tournament.,He lost to Albany in the first round of the American Astronauts.,0.3076923076923077,5.317726135253906
445,"The sea has lived on in this shell, because that's its destiny.",The sea has lived on in this show because that's its destiny,0.16666666666666666,5.296891450881958
446,Mostly just the hearts of those who are trying to realize their destinies.,Mostly just the hearts of those who are trying to realize their destinies.,0.0,5.379948139190674
447,"But instead of being saddened, he was happy.",.,1.0,7.223137140274048
448,Ren Ozawa was removed from the cast following his domestic abuse allegations.,Ren Zaur was removed from the cast following his domestic abuse allegations.,0.08333333333333333,5.328620433807373
449,Where can i find the supreme leader?,Where can I find the Supreme Leader?,0.42857142857142855,5.266932964324951
450,His father was Mathai.,His father was Madhai.,0.25,5.119781255722046
451,four,Four. Four. Four.,3.0,5.10564398765564
452,He co-discovered a couple of comets.,He cold discovered a couple of comments,0.5,5.18230414390564
453,Can we please leave now?,Can we please leave now?,0.0,5.118944406509399
454,"He was arrested within days, placed on trial and found guilty.",He was arrested within days placed on trial and found guilty.,0.09090909090909091,5.293109178543091
455,Every search begins with beginner's luck.,Every search begins with beginner's log.,0.16666666666666666,5.171269655227661
456,Production assistants on films are sometimes attached to individual actors or filmmakers.,Production assistance on flims are sometimes attached to individual actors or flim makers.,0.3333333333333333,5.375164747238159
457,The area around Megali Sterna consists mostly of agricultural land.,So your ARRAO Mega Lee Stona consists mostly of output control and,0.9,5.6453752517700195
458,"It was later revealed that the letter was a prank concocted by ""The eXile"".","It was later revealed that the letter was a prank, concocted by the exile.",0.21428571428571427,5.393442153930664
459,No news is good news.,No news is good news.,0.0,5.108617782592773
460,What is it all about?,What is it all about?,0.0,5.121091604232788
461,The alchemist followed as the boy's horse ran for almost half an hour.,The alchemist followed as the boy's horse ran for almost half an hour.,0.0,5.39582896232605
462,Take them or leave them.,Take them or leave them.,0.0,5.252166509628296
463,Where are the others?,Where are the others?,0.0,5.0950329303741455
464,He postulated a dispersion theory before his coworker made his discovery and announcement.,He postulated a dispersion theory before his co-worker made his discovery and announcement.,0.07692307692307693,5.4262635707855225
465,Sylvester needed to meditate to clear his mind.,Sylvester needed to meditate to clear his mind.,0.0,5.270139694213867
466,"Olivia, have you seen my keys?","Olivia, have you seen my keys?",0.0,5.176355600357056
467,The borough council's main office is at Cobalt Business Park in Wallsend.,The Borrow Council's main office is at Cobalt Business Park in Valcent.,0.25,5.4157209396362305
468,Luis falls passionately in love with his new wife.,Louis falls passionately in love with his new wife.,0.1111111111111111,5.236280202865601
469,Do you think we will ever find a cure for cancer?,Do you think we will ever find a curve for cancer?,0.09090909090909091,5.408074378967285
470,"If you know your heart well, it will never be able to do that to you.","If you know your art well, it will never be able to do that for you.",0.125,5.450720548629761
471,I find crumpets totally repulsive and disgusting.,I find crumpets totally recursive and disgusting.,0.14285714285714285,5.2265305519104
472,Hey,Hey!,1.0,5.03236985206604
473,He learned to play the harmonica from his father.,He learned to be the another guy from his father.,0.3333333333333333,5.326440811157227
474,Where did the clouds come from?,Where did the clouds come from?,0.0,5.1469690799713135
475,"Although everything should be under the state's control, there is a lot of violence in prisons.","Although everything should be under the state's control, there is a lot of violence in prisons.",0.0,5.457101821899414
476,"That's the sub-foreman, explained Thorpe.",That is some foreman explained topic.,1.0,5.2241435050964355
477,"I'm sorry, I can't help you.",I'm sorry I can't help you.,0.16666666666666666,5.202395915985107
478,"Well, what of that?","Well, what was that?",0.25,5.140962839126587
479,"According to Catholic doctrine, the baby may not be killed.","According to the Catholic doctrine, the baby may not be killed.",0.1,5.284432411193848
480,Target was set to open in October.,Target was set to open in October,0.14285714285714285,5.159654855728149
481,At least forty-one protesters were killed in the ensuing engagement.,At least 41 protesters were killed and then using the Indian rule.,0.6,5.317044258117676
482,"Cold hands, warm heart.","Cold hands, warm heart.",0.0,5.101454973220825
483,It was my fear of failure that first kept me from attempting the Master Work.,It was my fear of failure that first kept me from attempting the masterwork.,0.13333333333333333,5.470497131347656
484,Once these roots reach the ground they grow into woody trunks.,"Once these roots reach the ground, they grow into woody trunks.",0.09090909090909091,5.323814153671265
485,What could it be?,What could it be?,0.0,5.092334747314453
486,He just got a new kite for his birthday.,You just got to look like your birthday.,0.6666666666666666,5.20287013053894
487,She worked for many years in India.,She worked for many years in India.,0.0,5.162855386734009
488,"Two years later, online publication extended to include the full text of all articles.","Two years later, online publication extended to include the full text of all articles.",0.0,5.32996678352356
489,Surveillance cameras were set to allow police to find suspicious activities.,Surveillance cameras were set to allow police to find suspicious activities.,0.0,5.289866924285889
490,Are the consequences more humanistic or antihumanistic?,Are the consequences more humanistic or anti-humanistic?,0.14285714285714285,5.257357120513916
491,How many alcoholic beverages do you consume each week?,How many alcoholic beverages do you consume each week?,0.0,5.22995400428772
492,While a simple cards made by her sold only for five cents.,while a simple card's made by her sold only for five cents.,0.16666666666666666,5.312051057815552
493,Millan was primarily a second baseman.,Millen was primarily a second baseman.,0.16666666666666666,5.189072847366333
494,They joined the band during the encore.,Do you join the band during ten core?,0.7142857142857143,5.190478324890137
495,Each of the two platforms has sheltered seating.,Each of the two platforms has centred seating.,0.125,5.205178737640381
496,I thought you would be pleased with them.,I thought you would be pleased with them.,0.0,5.190385580062866
497,The wound healed faster than anyone expected.,The wound healed faster than anyone expected.,0.0,5.171660900115967
498,Home is where the heart is.,Home is where the heart is.,0.0,5.1356041431427
499,East Knox High School is located in Howard.,East Canax high school is located in Hawart.,0.5,5.229118347167969
500,"A trackball and ""jump"" button are used for controlling Bentley Bear's motions.",A trackball and jump button are used for controlling Bentley Bears motions.,0.16666666666666666,5.406216144561768
501,She helped with the development of the Epigraphy course at the University of Bologna.,She helped with the development of the epigraphy course at the University of Baloga.,0.14285714285714285,5.489108324050903
502,How do I feel?,How do I feel?,0.0,5.09657621383667
503,You cannot eat the cake and have it To.,You cannot eat the cake and have it too.,0.1111111111111111,5.2529730796813965
504,"In times of despair, look out for the helpers and you will find hope.","In terms of display, look out for altars. I mean, look out for them.",0.6428571428571429,5.413587331771851
505,"Habib Wahid was born and brought up in Dhaka, Bangladesh.","ABBID VAHID was born and brought up in Dhaka, Bangladesh.",0.2,5.38147497177124
506,The center portion of the dam has since been demolished and the reservoir drained.,The center portion of the dam has since been demolished and the reservoir drained.,0.0,5.396255016326904
507,Did you know that Harry got a new job?,Did you know that Harry got a new job?,0.0,5.2330482006073
508,I hope you are well!,I hope you are well,0.2,5.117001056671143
509,I've never seen her before.,I've never seen here before.,0.2,5.23757529258728
510,The club is the first non-government owned professional basketball club in China.,The club is the first non-government-owned professional baseball club in China.,0.25,5.37349534034729
511,To stuff into their own pockets.,Do stuff into their own pockets.,0.16666666666666666,5.146215438842773
512,"Down jumped the driver, and out got Mr. Pickwick.",Down jumps a driver and out got me the piccawick.,0.6666666666666666,5.823295831680298
513,Somebody threw him off a train.,Somebody threw him off a train.,0.0,5.149435758590698
514,A little token of appreciation.,And the token of appreciation.,0.4,5.124183177947998
515,"The girl dropped the container, and the water spilled.",The girl dropped the container and the water spilled.,0.1111111111111111,5.236327886581421
516,It was occupied by the officers below the rank of lieutenant.,It was occupied by the officers below the rank of lieutenant.,0.0,5.29323148727417
517,Its design was one of the more unusual of Contax's designs.,Its design was one of the more unusual of Contax's designs.,0.0,5.309936046600342
518,Mango and soursop ice cream are two popular desserts.,Manguo and sour soap ice cream are two popular deserts.,0.4444444444444444,5.292635917663574
519,There is no support for varying aspect ratios or force feedback controllers.,There is no support for weighing aspect ratios or force feedback controllers.,0.08333333333333333,5.318589925765991
520,Lisa is playing the sax.,Did I just play in the sex?,1.2,5.154452323913574
521,The town was named after the Spanish term for lumber.,The town was named after the Spanish town called Lumbar.,0.3,5.280273199081421
522,"He is, however, usually addressed as Lord Stern, or Lord Stern of Brentford.","He is, however, usually addressed as Lord Stern or Lord Stern of Brentford.",0.07692307692307693,5.420702219009399
523,Doane became the third wife of fellow missionary Rev.,"Dhoyan became a photograph of fellow missionary, Raul.",0.6666666666666666,5.292833566665649
524,Sarah told him that she was there to see her brother.,Sarah told him that she was there to see her brother.,0.0,5.263377904891968
525,"Today, the bar is still family-owned and managed by Jack Dorrian's son, Jimmy.",Today the bar is still family owned and managed by Jack Dorian's son Jimmy.,0.38461538461538464,5.430776834487915
526,The devil finds work for idle hands.,The devil finds work for idle hands.,0.0,5.167102575302124
527,"For better physical understanding, let's first recap where the pivot point is.","For better physical understanding, let's first recap where the pivot point is.",0.0,5.328471660614014
528,He and his family went up north to the Arctic Circle to meet Santa Claus in Finland.,He and his family went up north to the Arctic Circle to meet Santa Claus in Finland.,0.0,5.430050611495972
529,"The department includes the orchestra, choir, band, visual arts, and theater productions.","The department includes the orchestra, choir, band, visual arts and theater productions.",0.08333333333333333,5.4988625049591064
530,He largely left active politics in his later life to concentrate on writing.,He largely left active politics in his later life to concentrate on writing.,0.0,5.315124273300171
531,"When the carpet and the curtains caught fire, it was getting warm.","When the carpet and the curtains caught fire, it was getting warm.",0.0,5.308528661727905
532,The empty flask stood on the tin tray.,"Then, the plastic stoops on the thin tray.",0.625,5.230711221694946
533,Non-terrestrial applications include study of Solar System moons using space probes.,Non-terrestrial applications include study of solar system wounds using space probes.,0.2727272727272727,5.345059871673584
534,"The launch was flawless; all systems were ""go"", except for Doctor Wang's experiment.",The launch was flawless. All systems will go except for the Doctor Vance experiment.,0.46153846153846156,5.4225757122039795
535,Building blocks such as these could be the way forward.,[MUSIC PLAYING],1.0,5.146319627761841
536,The author is a blogger and social media phenomenon.,The author is a blogger and social media phenomenon.,0.0,5.223715543746948
537,The village is not inhabited year-round.,The village is not inhabited year round.,0.3333333333333333,5.178894519805908
538,Maybe because that wasn't really his dream.,Maybe because that wasn't really,0.2857142857142857,5.158797740936279
